disbursement_id,project_id,paid_on,amount_usd,category
1401,69,2024-09-16,11512.13,consultancy
1402,71,2024-09-18,24356.39,personnel
1403,65,2024-09-25,25627.38,grants
1404,76,2024-09-26,14514.25,grants
1405,77,2024-09-27,12360.01,training
1406,60,2024-09-28,53880.38,training
1407,77,2024-09-28,15812.45,grants
1408,79,2024-09-30,15285.97,grants
1409,79,2024-09-30,15053.40,travel
1410,73,2024-10-02,7197.06,consultancy
1411,79,2024-10-02,31423.28,personnel
1412,67,2024-10-03,26829.88,consultancy
1413,79,2024-10-03,11836.03,personnel
1414,69,2024-10-05,34944.20,personnel
1415,75,2024-10-06,37663.38,consultancy
1416,80,2024-10-07,7606.86,consultancy
1417,65,2024-10-09,28734.16,grants
1418,72,2024-10-10,9499.28,equipment
1419,72,2024-10-10,31831.04,equipment
1420,78,2024-10-10,69255.68,grants
1421,68,2024-10-12,30185.32,consultancy
1422,80,2024-10-12,27933.41,personnel
1423,69,2024-10-13,38415.14,equipment
1424,79,2024-10-14,43181.63,personnel
1425,75,2024-10-15,34391.79,grants
1426,80,2024-10-15,9842.62,personnel
1427,78,2024-10-18,26714.89,training
1428,76,2024-10-19,31954.78,personnel
1429,60,2024-10-20,65712.80,personnel
1430,61,2024-10-21,25621.26,consultancy
1431,56,2024-10-22,22462.07,personnel
1432,68,2024-10-25,22233.33,equipment
1433,62,2024-10-26,14188.92,grants
1434,78,2024-10-27,50163.69,consultancy
1435,79,2024-10-30,9577.88,equipment
1436,72,2024-10-31,17568.56,grants
1437,75,2024-11-04,49773.72,personnel
1438,73,2024-11-05,30029.94,training
1439,57,2024-11-06,36137.24,grants
1440,69,2024-11-08,16407.93,consultancy
1441,76,2024-11-09,28885.10,personnel
1442,79,2024-11-13,37519.77,personnel
1443,78,2024-11-17,24028.23,travel
1444,70,2024-11-18,77091.39,personnel
1445,75,2024-11-20,21643.60,consultancy
1446,80,2024-11-22,10819.16,grants
1447,78,2024-11-24,37037.32,personnel
1448,80,2024-11-24,21511.72,consultancy
1449,71,2024-11-25,35540.20,equipment
1450,77,2024-11-25,15612.20,personnel
1451,78,2024-11-26,18781.67,grants
1452,79,2024-11-26,24342.83,personnel
1453,80,2024-11-26,21115.02,travel
1454,78,2024-11-27,21322.81,grants
1455,56,2024-11-28,15328.66,personnel
1456,72,2024-11-28,21281.10,personnel
1457,78,2024-11-28,46199.17,personnel
1458,78,2024-11-28,24165.76,consultancy
1459,80,2024-11-28,10066.33,equipment
1460,80,2024-11-28,10183.62,personnel
1461,76,2024-11-29,38796.87,grants
1462,72,2024-11-30,28087.78,equipment
1463,74,2024-11-30,41642.31,training
1464,62,2024-12-02,13212.66,grants
1465,69,2024-12-03,31541.85,training
1466,76,2024-12-03,7567.21,training
1467,78,2024-12-03,17776.84,training
1468,62,2024-12-04,15904.68,grants
1469,80,2024-12-04,27783.60,personnel
1470,74,2024-12-05,10283.77,travel
1471,75,2024-12-05,54160.39,equipment
1472,70,2024-12-06,30946.34,equipment
1473,75,2024-12-07,16602.58,consultancy
1474,65,2024-12-09,24574.73,personnel
1475,71,2024-12-10,24248.63,consultancy
1476,79,2024-12-10,44247.03,grants
1477,67,2024-12-11,8358.93,consultancy
1478,80,2024-12-12,21464.09,grants
1479,78,2024-12-13,19873.33,equipment
1480,79,2024-12-13,46130.63,consultancy
1481,79,2024-12-17,51426.16,travel
1482,73,2024-12-18,24985.76,personnel
1483,78,2024-12-18,50525.66,equipment
1484,76,2024-12-19,42152.76,personnel
1485,79,2024-12-20,48478.10,personnel
1486,75,2024-12-22,47524.52,training
1487,75,2024-12-24,23341.52,equipment
1488,77,2024-12-24,22370.68,equipment
1489,80,2024-12-24,23081.30,consultancy
1490,69,2024-12-26,19997.81,grants
1491,72,2024-12-27,32658.72,equipment
1492,74,2024-12-27,39239.49,personnel
1493,80,2024-12-27,22003.21,equipment
1494,80,2024-12-27,22804.48,consultancy
1495,79,2024-12-28,32605.57,consultancy
1496,80,2024-12-28,23229.48,equipment
1497,62,2024-12-29,24222.03,grants
1498,73,2024-12-29,11646.88,training
1499,69,2024-12-30,16304.20,equipment
1500,79,2024-12-30,39933.22,travel
